,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
520,SAN RAMON,39,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,80566,1018.6,79,23301,3.44,28.4,8.3,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL
521,SAN CARLOS,63,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,7.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL
522,CANHAS,24,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,26201,682.2,38,7172,3.65,28.8,6.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL
523,GOICOECHEA,52,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL
524,POCOCI,34,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,NO ALFABETIZADO,6.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,125962,2403.5,52,36238,3.46,26.5,6.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
525,HEREDIA,33,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,13.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,RESTAURACION NACIONAL
526,PUNTARENAS,60,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,4.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL
527,HEREDIA,51,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.4,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA
528,ATENAS,26,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,25460,127.2,200,7472,3.41,22.9,8.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
529,SAN JOSE,48,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL
530,ASERRI,59,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,57892,167.1,346,16120,3.59,30.0,5.8,ACCION CIUDADANA,ACCION CIUDADANA
531,CURRIDABAT,49,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,65206,15.9,4088,19146,3.4,35.2,8.5,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA
532,CARTAGO,60,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA
533,GRECIA,33,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,ACCION CIUDADANA
534,CARTAGO,34,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,8.8,EN EDUCACION REGULAR,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA
535,ALAJUELITA,58,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.6,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,77603,21.2,3666,19832,3.91,36.3,5.8,ACCION CIUDADANA,ACCION CIUDADANA
536,NICOYA,46,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.0,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,50825,1333.7,38,15038,3.38,30.7,5.9,LIBERACION NACIONAL,ACCION CIUDADANA
537,ALAJUELITA,39,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,77603,21.2,3666,19832,3.91,36.3,5.8,LIBERACION NACIONAL,RESTAURACION NACIONAL
538,LIBERIA,33,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,62987,1436.5,44,16577,3.75,33.1,7.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
539,CARTAGO,56,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,5.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,ACCION CIUDADANA
540,SANTA CRUZ,21,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.5,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,55104,1312.3,42,16645,3.31,31.7,4.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
541,ALAJUELA,33,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.4,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA
542,OSA,57,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,29433,1930.2,15,8904,3.3,26.6,8.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
543,SAN CARLOS,33,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.6,EN EDUCACION REGULAR,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA
544,ALAJUELA,24,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.4,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,RESTAURACION NACIONAL
545,GOICOECHEA,45,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,8.5,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL
546,NANDAYURE,58,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,11121,565.6,20,3307,3.35,23.8,11.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL
547,CARTAGO,45,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
548,POCOCI,56,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,4.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,RESTAURACION NACIONAL
549,ALAJUELA,40,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,11.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL
550,MONTES DE OCA,53,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,12.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,49132,15.2,3241,16589,2.94,40.4,9.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL
551,SAN JOSE,38,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA
552,PARAISO,54,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,5.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,57743,411.9,140,14626,3.94,26.0,4.9,INTEGRACION NACIONAL,RESTAURACION NACIONAL
553,DESAMPARADOS,31,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.6,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL
554,SARAPIQUI,26,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,7.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,57147,2140.5,27,15768,3.6,24.0,5.9,LIBERACION NACIONAL,ACCION CIUDADANA
555,TIBAS,52,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,64842,8.1,7956,19160,3.38,40.1,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA
556,GOICOECHEA,28,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.5,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115084,31.5,3653,32520,3.53,37.1,7.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL
557,GOLFITO,32,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.8,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,39150,1754.0,22,11576,3.37,27.7,6.6,LIBERACION NACIONAL,ACCION CIUDADANA
558,ALAJUELA,36,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL
559,MORAVIA,30,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,56919,28.6,1989,16874,3.36,33.9,8.3,ACCION CIUDADANA,ACCION CIUDADANA
560,POCOCI,44,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. HACINADA,ALFABETIZADO,7.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,125962,2403.5,52,36238,3.46,26.5,6.3,ACCION CIUDADANA,ACCION CIUDADANA
561,NICOYA,38,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,7.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,50825,1333.7,38,15038,3.38,30.7,5.9,LIBERACION NACIONAL,RESTAURACION NACIONAL
562,SANTO DOMINGO,18,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,40072,24.8,1613,11496,3.48,30.4,10.1,RESTAURACION NACIONAL,RESTAURACION NACIONAL
563,BUENOS AIRES,32,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,5.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,45244,2384.2,19,12205,3.7,25.3,6.7,RESTAURACION NACIONAL,RESTAURACION NACIONAL
564,SAN JOSE,28,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.3,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
565,CARRILLO,63,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,5.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,37122,577.5,64,10141,3.65,29.2,5.8,ACCION CIUDADANA,ACCION CIUDADANA
566,PUNTARENAS,46,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115019,1842.3,62,33228,3.44,29.9,4.8,ACCION CIUDADANA,ACCION CIUDADANA
567,PUNTARENAS,18,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.3,EN EDUCACION REGULAR,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115019,1842.3,62,33228,3.44,29.9,4.8,FRENTE AMPLIO,RESTAURACION NACIONAL
568,PEREZ ZELEDON,28,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,9.1,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,134534,1905.5,71,38508,3.48,29.3,7.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL
569,BARVA,60,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,40660,53.8,756,11291,3.59,27.4,9.5,ACCION CIUDADANA,ACCION CIUDADANA
570,NICOYA,31,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.0,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,50825,1333.7,38,15038,3.38,30.7,5.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL
571,ESPARZA,56,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.9,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,28644,216.8,132,8435,3.39,26.6,8.1,RESTAURACION NACIONAL,ACCION CIUDADANA
572,LIMON,50,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,ACCION CIUDADANA
573,DESAMPARADOS,20,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL
574,SAN JOSE,21,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA
575,SANTA BARBARA,21,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,10.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,36243,53.2,681,10107,3.58,24.6,8.0,ACCION CIUDADANA,ACCION CIUDADANA
576,GOICOECHEA,18,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.5,EN EDUCACION REGULAR,EMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL
577,DESAMPARADOS,45,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,11.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA
578,SANTA BARBARA,30,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,36243,53.2,681,10107,3.58,24.6,8.0,RESTAURACION NACIONAL,ACCION CIUDADANA
579,OREAMUNO,35,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,NO ALFABETIZADO,7.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,45473,201.3,226,11232,4.04,26.0,7.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
580,PARAISO,60,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,57743,411.9,140,14626,3.94,26.0,4.9,ACCION CIUDADANA,ACCION CIUDADANA
581,ALAJUELA,27,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,NO ALFABETIZADO,10.4,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL
582,SAN RAMON,58,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.9,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,80566,1018.6,79,23301,3.44,28.4,8.3,NUEVA GENERACION,RESTAURACION NACIONAL
583,ESPARZA,41,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,28644,216.8,132,8435,3.39,26.6,8.1,INTEGRACION NACIONAL,ACCION CIUDADANA
584,TALAMANCA,39,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,7.9,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,30712,2809.9,11,7999,3.83,26.7,5.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL
585,PEREZ ZELEDON,33,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.1,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,134534,1905.5,71,38508,3.48,29.3,7.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA
586,ALAJUELA,30,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.4,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL
587,SAN ISIDRO,42,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.5,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,20633,27.0,765,5807,3.54,28.5,11.9,RESTAURACION NACIONAL,ACCION CIUDADANA
588,TURRIALBA,23,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.3,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,69616,1642.7,42,20453,3.4,26.5,8.3,RESTAURACION NACIONAL,ACCION CIUDADANA
589,PALMARES,47,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.5,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,34716,38.1,912,9657,3.58,27.6,9.5,ACCION CIUDADANA,RESTAURACION NACIONAL
590,BUENOS AIRES,28,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.7,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,45244,2384.2,19,12205,3.7,25.3,6.7,LIBERACION NACIONAL,RESTAURACION NACIONAL
591,GOLFITO,56,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.5,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,39150,1754.0,22,11576,3.37,27.7,6.6,INTEGRACION NACIONAL,ACCION CIUDADANA
592,GRECIA,51,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,76898,395.7,194,21709,3.53,24.0,7.0,LIBERACION NACIONAL,ACCION CIUDADANA
593,SAN ISIDRO,50,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,20633,27.0,765,5807,3.54,28.5,11.9,ACCION CIUDADANA,ACCION CIUDADANA
594,CURRIDABAT,53,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.4,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,65206,15.9,4088,19146,3.4,35.2,8.5,LIBERACION NACIONAL,ACCION CIUDADANA
595,ZARCERO,49,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,12205,155.1,79,3333,3.65,21.0,6.3,RESTAURACION NACIONAL,ACCION CIUDADANA
596,QUEPOS,57,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,26861,543.8,49,8094,3.32,24.6,8.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL
597,SAN RAFAEL,55,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,7.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,45965,48.4,950,12957,3.54,30.5,10.3,REPUBLICANO SOCIAL CRISTIANO,NULO
