CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
PUNTARENAS,48,1,1,0,0,0,1,10.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GARABITO,43,0,0,0,1,0,1,9.9,0,0,0,0,1,17229,316.3,54,5313,3.24,27.5,4.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PURISCAL,34,0,1,0,0,0,1,10.2,0,0,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,47,1,0,0,1,0,1,7.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NANDAYURE,42,0,1,0,1,0,1,9.7,0,0,0,0,0,11121,565.6,20,3307,3.35,23.8,11.2,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,39,0,0,0,1,0,1,9.6,0,1,1,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,FRENTE AMPLIO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CORREDORES,58,1,1,0,0,0,1,6.4,0,0,0,1,0,41831,620.6,67,11849,3.52,28.3,6.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PURISCAL,27,0,0,0,0,0,0,9.2,0,0,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ASERRI,26,0,0,0,1,0,1,6.7,1,1,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,62,1,0,0,1,0,1,10.7,0,1,0,0,0,27671,7.5,3675,8006,3.44,32.5,11.3,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,36,1,1,0,0,0,1,8.3,0,0,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,25,0,1,0,1,0,0,9.3,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,59,1,0,0,0,0,1,9.6,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LIBERIA,47,1,0,0,0,0,1,7.4,0,0,0,0,0,62987,1436.5,44,16577,3.75,33.1,7.5,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LIMON,28,1,0,0,1,0,1,6.7,0,1,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,ALIANZA DEMOCRATA CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NARANJO,23,1,1,0,1,0,1,6.5,1,0,0,0,0,42713,126.6,337,11678,3.65,26.4,7.2,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
DESAMPARADOS,28,1,0,0,0,0,1,11.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,18,0,0,0,1,0,1,7.6,1,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
OROTINA,59,1,0,0,1,0,1,4.5,0,0,0,0,0,20341,141.9,143,6024,3.37,27.8,5.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VALVERDE VEGA,31,0,1,0,0,0,1,7.2,0,0,0,0,0,18085,120.3,150,5054,3.57,26.6,7.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CARRILLO,25,1,1,0,0,0,1,8.8,0,0,0,0,0,37122,577.5,64,10141,3.65,29.2,5.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
EL GUARCO,50,1,0,0,0,0,1,6.5,0,0,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
MORAVIA,51,1,1,0,1,0,1,10.1,0,1,0,0,1,56919,28.6,1989,16874,3.36,33.9,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAMON,19,0,1,0,1,0,1,8.0,1,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA ANA,54,1,0,0,1,0,1,10.2,0,0,1,0,0,49123,61.4,800,14235,3.43,29.8,10.2,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
COTO BRUS,63,1,1,0,0,0,1,3.6,0,0,0,0,0,38453,933.9,41,10936,3.5,24.6,7.8,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
FLORES,43,1,0,0,1,0,1,12.5,0,0,0,0,0,20037,7.0,2879,5751,3.48,28.5,11.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PARAISO,37,1,1,0,1,0,1,9.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,50,0,1,0,0,0,1,6.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,64,1,0,0,1,0,1,7.3,0,1,0,0,1,45965,48.4,950,12957,3.54,30.5,10.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NICOYA,18,0,1,0,0,0,1,8.0,0,1,1,0,1,50825,1333.7,38,15038,3.38,30.7,5.9,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,60,1,0,0,1,0,1,4.4,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,39,1,0,0,0,0,0,8.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PEREZ ZELEDON,22,0,0,0,1,0,1,8.1,1,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PUNTARENAS,24,1,1,0,0,0,1,10.3,1,1,1,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,18,1,0,0,1,0,1,12.3,1,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,60,1,0,0,0,0,1,10.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,60,1,1,0,0,0,1,7.4,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
HEREDIA,50,1,1,0,0,1,1,8.4,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,34,1,1,0,1,0,1,8.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SARAPIQUI,35,0,0,0,1,0,1,5.4,0,1,1,0,0,57147,2140.5,27,15768,3.6,24.0,5.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
POCOCI,20,1,0,0,1,0,1,8.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CANHAS,23,1,0,0,0,0,1,9.3,1,0,1,0,0,26201,682.2,38,7172,3.65,28.8,6.0,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,42,1,1,0,1,0,1,9.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,61,1,1,0,1,0,1,5.4,1,0,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,63,1,0,0,1,0,1,4.0,0,1,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,ALIANZA DEMOCRATA CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BELEN,56,1,0,0,1,0,1,7.7,0,1,0,0,0,21633,12.1,1780,6011,3.59,28.6,10.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,23,0,0,0,1,0,1,8.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ACOSTA,45,0,0,0,1,0,1,8.7,0,0,0,0,1,20209,342.2,59,5871,3.44,26.5,4.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BARVA,60,1,0,0,1,0,1,9.8,0,0,0,0,0,40660,53.8,756,11291,3.59,27.4,9.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,36,1,1,0,1,0,1,8.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,45,1,0,0,1,0,1,7.6,0,0,1,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,41,1,0,0,1,0,1,11.3,0,0,1,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,26,1,1,0,0,0,1,9.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,48,1,1,0,1,0,1,8.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
OREAMUNO,57,0,0,0,1,0,1,4.7,0,1,1,0,0,45473,201.3,226,11232,4.04,26.0,7.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PEREZ ZELEDON,44,1,0,0,1,0,1,8.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BELEN,31,1,0,0,1,1,1,12.2,0,0,0,0,0,21633,12.1,1780,6011,3.59,28.6,10.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
TURRIALBA,21,1,1,0,0,0,1,6.3,1,0,0,0,1,69616,1642.7,42,20453,3.4,26.5,8.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POAS,40,1,0,0,1,0,1,8.3,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
TILARAN,18,1,0,0,1,0,1,10.3,1,0,0,0,0,19640,638.4,31,6018,3.26,24.8,9.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,30,1,1,0,0,0,1,10.0,0,1,0,0,1,27671,7.5,3675,8006,3.44,32.5,11.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORAVIA,63,1,0,0,1,0,1,11.1,0,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,32,1,0,0,1,1,1,11.4,0,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN RAFAEL,29,1,1,0,1,0,1,8.6,0,0,0,0,0,45965,48.4,950,12957,3.54,30.5,10.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PUNTARENAS,54,1,1,0,1,0,1,5.4,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,39,1,0,0,0,0,1,11.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,46,1,1,0,1,0,1,6.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,35,0,1,0,1,0,1,10.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
POCOCI,42,1,0,0,0,0,1,6.6,0,0,1,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,19,1,1,0,1,0,1,10.4,0,0,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN RAMON,23,1,1,0,0,0,1,9.0,0,1,1,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
HEREDIA,21,1,1,0,1,0,1,12.2,1,0,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,31,1,1,0,1,0,1,9.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
QUEPOS,63,0,1,0,0,0,1,4.3,0,0,0,0,0,26861,543.8,49,8094,3.32,24.6,8.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
NICOYA,42,0,1,0,1,0,1,9.0,0,0,0,0,0,50825,1333.7,38,15038,3.38,30.7,5.9,INTEGRACION NACIONAL,NULO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VAZQUEZ DE CORONADO,42,1,0,0,1,0,1,11.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,50,1,0,0,1,0,1,9.4,1,0,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TILARAN,31,0,0,0,0,0,1,8.3,0,0,1,0,0,19640,638.4,31,6018,3.26,24.8,9.5,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PUNTARENAS,51,1,0,0,0,0,1,5.4,0,0,0,1,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
FLORES,23,1,0,0,0,0,1,11.5,0,0,0,1,0,20037,7.0,2879,5751,3.48,28.5,11.2,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MONTES DE OCA,60,1,0,0,0,0,1,9.2,0,0,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
DESAMPARADOS,37,1,0,0,0,0,1,9.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,23,1,1,0,1,0,1,9.8,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,19,1,0,0,0,1,1,11.3,1,1,0,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,40,0,1,0,1,0,1,10.6,0,1,0,0,0,45965,48.4,950,12957,3.54,30.5,10.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
POAS,24,0,0,0,0,0,1,6.3,1,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ASERRI,55,0,0,0,1,0,0,6.4,0,1,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,47,1,0,0,1,0,1,11.8,0,1,0,1,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,31,1,1,0,0,0,1,9.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,48,1,1,0,0,1,1,9.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,40,1,1,0,1,0,1,9.3,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PURISCAL,60,1,1,0,1,0,1,4.0,0,0,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,40,1,0,0,0,0,1,7.4,1,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,47,1,1,0,1,0,1,8.4,0,1,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,34,1,1,0,1,0,1,11.3,0,1,0,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ATENAS,55,0,1,0,1,0,1,7.3,0,0,0,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GRECIA,52,1,1,0,1,0,1,4.6,0,0,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,43,1,1,0,1,0,1,12.0,0,1,0,0,0,27671,7.5,3675,8006,3.44,32.5,11.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GUACIMO,62,1,0,0,0,0,1,4.0,0,0,1,1,0,41266,576.5,72,11797,3.47,27.6,5.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CANHAS,46,1,0,0,0,0,1,7.3,0,1,0,0,0,26201,682.2,38,7172,3.65,28.8,6.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
ALAJUELA,59,1,1,0,1,0,1,7.4,0,1,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
UPALA,18,0,1,0,0,0,1,8.0,1,0,0,0,1,43953,1580.7,28,11518,3.81,24.9,7.7,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ASERRI,45,1,0,0,0,0,1,6.7,1,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,18,1,0,0,1,0,1,11.8,0,0,1,0,0,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARRILLO,28,0,1,0,0,0,1,8.8,0,1,0,0,0,37122,577.5,64,10141,3.65,29.2,5.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POAS,33,1,0,0,1,0,1,6.3,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
