,CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
206,CARTAGO,37,1,1,0,1,0,1,10.8,0,0,1,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
207,SAN CARLOS,25,1,0,0,1,0,1,8.6,0,0,1,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
208,CARTAGO,37,1,1,0,1,0,1,7.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
209,SAN JOSE,41,1,1,0,1,0,1,11.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
210,ASERRI,25,0,0,0,0,0,1,10.7,0,1,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
211,SAN RAMON,34,1,0,0,1,0,0,9.0,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
212,VAZQUEZ DE CORONADO,27,1,0,0,0,0,1,8.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
213,PEREZ ZELEDON,25,0,0,0,0,0,1,7.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
214,MATINA,61,1,0,0,0,0,1,5.9,0,1,1,1,0,37721,772.6,49,10410,3.59,22.6,2.7,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
215,HEREDIA,49,1,0,0,1,1,1,9.2,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
216,DESAMPARADOS,24,1,1,0,0,0,1,8.6,1,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
217,MONTES DE OCA,27,1,0,0,1,0,1,12.9,0,0,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
218,CARTAGO,57,1,0,0,1,0,1,8.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
219,ALAJUELA,29,1,1,0,1,0,1,9.4,0,0,1,1,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
220,ACOSTA,59,0,1,0,1,0,1,6.0,0,0,0,0,1,20209,342.2,59,5871,3.44,26.5,4.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
221,LIBERIA,31,1,0,0,1,0,1,8.4,0,0,1,0,0,62987,1436.5,44,16577,3.75,33.1,7.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
222,PALMARES,56,1,1,0,0,0,1,5.2,0,0,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,LIBERACION NACIONAL,NULO,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
223,MATINA,39,0,1,0,0,0,1,8.7,0,1,0,0,0,37721,772.6,49,10410,3.59,22.6,2.7,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
224,PALMARES,31,0,1,0,1,0,1,10.5,0,1,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
225,PEREZ ZELEDON,36,0,1,0,1,0,1,7.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
226,POCOCI,32,0,1,0,0,0,1,5.6,0,0,1,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
227,VALVERDE VEGA,22,0,0,0,0,0,1,10.2,1,0,1,0,0,18085,120.3,150,5054,3.57,26.6,7.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
228,SANTA CRUZ,52,1,0,0,0,0,1,5.4,0,1,0,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
229,POAS,19,1,1,0,1,0,1,9.3,0,1,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
230,DESAMPARADOS,58,1,1,0,0,0,1,8.7,0,0,1,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,NULO,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
231,BELEN,53,1,0,0,1,0,1,9.7,0,0,0,0,0,21633,12.1,1780,6011,3.59,28.6,10.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
232,ZARCERO,35,0,0,0,1,0,1,10.2,0,0,0,0,0,12205,155.1,79,3333,3.65,21.0,6.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
233,ALAJUELA,40,1,1,0,0,0,1,10.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
234,LA CRUZ,32,0,0,0,1,0,1,6.1,0,1,0,1,0,19181,1383.9,14,4732,4.05,27.6,7.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
235,PARAISO,29,0,0,0,0,0,1,10.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,FRENTE AMPLIO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
236,SAN JOSE,55,1,0,0,1,0,1,7.2,0,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
237,DESAMPARADOS,42,1,0,0,1,0,1,7.6,0,1,1,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
238,OREAMUNO,52,1,1,0,1,0,1,8.7,0,0,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
239,CARTAGO,39,1,0,0,0,0,1,9.8,0,0,1,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
240,TIBAS,44,1,1,0,1,0,1,10.1,0,1,0,0,1,64842,8.1,7956,19160,3.38,40.1,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
241,LA CRUZ,41,0,0,0,1,0,0,7.1,0,0,0,0,0,19181,1383.9,14,4732,4.05,27.6,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
242,PALMARES,49,0,0,0,0,0,1,9.5,0,0,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
243,HOJANCHA,53,0,1,0,1,0,1,3.5,0,0,0,0,0,7197,261.4,28,2028,3.55,24.4,9.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
244,DESAMPARADOS,31,1,1,0,0,0,1,9.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
245,PURISCAL,55,0,1,0,0,0,1,6.0,0,0,0,0,1,33004,553.7,60,9787,3.36,28.2,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
246,CARRILLO,57,1,0,0,1,0,1,8.0,0,0,0,0,0,37122,577.5,64,10141,3.65,29.2,5.8,NULO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
247,CARTAGO,54,1,0,0,1,0,1,7.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
248,HEREDIA,34,1,1,0,1,0,1,10.2,0,0,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
249,GARABITO,43,1,0,0,1,0,1,9.9,0,1,0,0,0,17229,316.3,54,5313,3.24,27.5,4.5,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
250,PUNTARENAS,36,0,1,0,1,0,1,6.3,0,0,0,0,1,115019,1842.3,62,33228,3.44,29.9,4.8,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
251,SAN RAFAEL,62,1,1,0,1,0,1,8.3,0,0,0,0,1,45965,48.4,950,12957,3.54,30.5,10.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
252,ASERRI,29,1,1,0,1,0,1,10.7,0,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
253,PEREZ ZELEDON,29,0,1,0,1,0,1,6.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
254,SARAPIQUI,36,0,1,0,1,0,1,5.4,0,0,1,0,0,57147,2140.5,27,15768,3.6,24.0,5.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
255,SAN RAMON,53,1,1,0,0,0,1,5.9,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
256,LA UNION,21,1,1,0,1,0,1,10.2,1,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
257,EL GUARCO,25,1,1,0,0,0,1,11.2,0,1,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
258,ACOSTA,55,1,1,0,1,0,0,6.0,0,0,0,0,0,20209,342.2,59,5871,3.44,26.5,4.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
259,SAN CARLOS,49,0,0,0,0,0,1,9.6,0,1,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
260,LIMON,56,1,1,0,0,0,1,9.0,0,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
261,GOICOECHEA,55,1,1,0,1,0,1,6.7,0,1,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
262,SARAPIQUI,46,0,0,0,0,0,1,6.4,0,0,0,1,0,57147,2140.5,27,15768,3.6,24.0,5.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
263,DESAMPARADOS,59,1,0,0,1,0,1,7.7,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
264,PUNTARENAS,53,1,0,0,1,0,1,4.4,0,1,0,1,1,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
265,BELEN,34,1,0,0,0,0,1,12.2,1,1,1,0,0,21633,12.1,1780,6011,3.59,28.6,10.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
266,GRECIA,40,0,1,0,0,0,1,10.8,0,0,1,0,0,76898,395.7,194,21709,3.53,24.0,7.0,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
267,SAN JOSE,48,1,1,0,0,0,0,12.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
268,SANTA ANA,59,0,1,0,1,0,1,8.2,0,0,0,1,0,49123,61.4,800,14235,3.43,29.8,10.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
269,DESAMPARADOS,19,1,1,0,1,0,1,7.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
270,HEREDIA,56,1,1,0,1,0,1,9.4,0,0,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
271,LA UNION,43,1,1,0,0,0,1,11.2,0,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
272,VALVERDE VEGA,50,1,1,0,0,0,1,5.9,0,1,0,0,1,18085,120.3,150,5054,3.57,26.6,7.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
273,NICOYA,49,1,1,0,0,0,1,10.0,0,1,0,0,1,50825,1333.7,38,15038,3.38,30.7,5.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
274,SAN RAMON,30,0,1,0,1,0,1,9.0,0,0,0,0,1,80566,1018.6,79,23301,3.44,28.4,8.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
275,SAN CARLOS,58,1,1,0,0,0,1,5.6,1,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
276,PARAISO,44,1,1,0,0,0,1,9.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
277,HEREDIA,34,1,1,0,1,0,1,9.2,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
278,ALVARADO,40,1,0,0,0,0,1,5.3,0,1,0,0,0,14312,81.1,177,3612,3.95,19.5,8.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
279,PARAISO,56,1,0,0,1,0,1,6.0,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
280,JIMENEZ,45,1,0,0,0,0,1,7.4,0,0,0,0,0,14669,286.4,51,4113,3.56,25.6,10.0,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
281,TIBAS,28,1,0,0,1,0,1,13.1,0,1,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
282,FLORES,26,1,1,0,1,0,1,13.5,0,0,0,0,0,20037,7.0,2879,5751,3.48,28.5,11.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
283,OREAMUNO,22,1,0,0,1,0,1,8.8,1,1,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
284,POAS,62,1,1,0,1,1,1,7.9,0,1,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
285,SAN JOSE,53,1,0,0,0,0,1,9.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
286,BELEN,36,1,1,0,1,0,1,9.2,0,0,1,1,0,21633,12.1,1780,6011,3.59,28.6,10.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
287,SAN JOSE,22,1,1,0,1,0,1,9.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
288,DESAMPARADOS,61,1,0,0,0,0,1,8.7,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
289,LIMON,48,1,0,0,1,0,1,9.7,0,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
290,OREAMUNO,24,1,1,0,1,0,1,8.8,0,1,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
291,CURRIDABAT,39,1,1,0,0,0,1,10.3,0,1,1,1,0,65206,15.9,4088,19146,3.4,35.2,8.5,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
292,CURRIDABAT,60,1,0,0,1,0,1,10.4,0,1,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
293,ESCAZU,44,1,0,0,1,0,1,13.4,0,1,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
294,DESAMPARADOS,25,1,1,0,0,0,1,11.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
295,GOLFITO,29,0,1,0,0,0,1,7.8,0,1,0,0,0,39150,1754.0,22,11576,3.37,27.7,6.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
296,PUNTARENAS,44,0,0,0,1,0,1,6.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
297,SAN JOSE,60,1,0,0,0,0,1,7.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
298,SAN RAMON,21,0,0,0,0,0,1,10.0,1,1,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
299,LIMON,25,1,1,0,0,1,1,7.7,0,0,1,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
300,SANTA CRUZ,51,0,1,0,1,0,1,5.4,0,1,1,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
301,SAN JOSE,34,1,0,0,1,1,1,9.3,0,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,NULO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
302,SAN JOSE,46,1,1,0,1,0,1,9.3,0,0,1,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
303,ALAJUELA,24,1,1,0,1,0,1,7.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
304,SAN PABLO,48,1,1,0,0,0,1,13.0,0,0,0,0,1,27671,7.5,3675,8006,3.44,32.5,11.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
305,TURRIALBA,43,1,1,0,1,0,1,6.3,0,0,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
306,BARVA,29,1,0,0,1,0,1,12.9,0,1,0,0,1,40660,53.8,756,11291,3.59,27.4,9.5,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
307,LIBERIA,50,1,0,0,1,0,1,5.5,0,0,0,0,0,62987,1436.5,44,16577,3.75,33.1,7.5,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
308,CARRILLO,28,0,1,0,0,0,1,9.8,0,0,0,0,0,37122,577.5,64,10141,3.65,29.2,5.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
309,SAN JOSE,54,1,0,0,1,0,1,9.2,0,0,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
310,SAN JOSE,45,1,0,0,0,1,1,8.3,0,1,1,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
311,SAN RAMON,23,1,1,0,1,0,1,10.0,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,BLANCO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
