,CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
204,SIQUIRRES,22,0,1,0,0,0,1,8.2,1,0,1,0,0,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
205,BELEN,39,1,1,0,1,0,1,12.2,0,0,0,0,0,21633,12.1,1780,6011,3.59,28.6,10.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
206,SAN JOSE,18,1,0,0,1,1,1,9.3,1,0,0,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
207,BUENOS AIRES,59,0,1,0,0,0,1,3.4,0,0,0,0,1,45244,2384.2,19,12205,3.7,25.3,6.7,FRENTE AMPLIO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
208,GOICOECHEA,54,1,0,0,1,0,1,9.7,0,0,0,0,1,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
209,PUNTARENAS,33,1,1,0,0,0,1,10.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
210,MORA,58,1,1,0,1,0,1,6.3,0,0,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
211,CURRIDABAT,22,1,0,0,0,0,1,13.3,1,0,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
212,ALAJUELITA,59,1,0,0,1,0,1,8.6,0,0,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
213,MORA,50,1,1,0,1,0,1,8.3,0,1,1,0,0,26294,162.0,162,7782,3.38,28.7,10.1,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
214,GUACIMO,60,1,1,0,1,0,1,3.0,0,0,0,0,0,41266,576.5,72,11797,3.47,27.6,5.4,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
215,PEREZ ZELEDON,61,0,0,0,1,0,1,6.8,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
216,SAN RAFAEL,23,1,1,0,1,0,0,11.6,1,0,0,0,0,45965,48.4,950,12957,3.54,30.5,10.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
217,SANTO DOMINGO,44,1,0,0,1,0,1,12.2,0,0,0,0,0,40072,24.8,1613,11496,3.48,30.4,10.1,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
218,DESAMPARADOS,18,1,1,0,1,0,1,9.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
219,SIQUIRRES,19,0,1,0,1,0,1,9.2,1,0,1,0,0,56786,860.2,66,16206,3.49,25.0,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
220,HEREDIA,24,1,1,0,0,0,1,9.2,0,0,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
221,CARTAGO,32,1,0,0,0,0,1,7.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
222,SAN JOSE,63,1,0,0,1,0,1,10.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
223,SAN PABLO,49,1,1,0,1,0,1,11.0,0,0,0,0,1,27671,7.5,3675,8006,3.44,32.5,11.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
224,CANHAS,34,1,0,0,0,0,1,6.3,0,0,0,0,0,26201,682.2,38,7172,3.65,28.8,6.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
225,JIMENEZ,50,0,0,0,1,0,1,5.2,0,0,0,0,0,14669,286.4,51,4113,3.56,25.6,10.0,ALIANZA DEMOCRATA CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
226,ACOSTA,25,0,0,0,1,0,1,8.7,0,0,0,0,0,20209,342.2,59,5871,3.44,26.5,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
227,VAZQUEZ DE CORONADO,57,1,0,0,1,0,1,10.4,0,1,1,0,0,60486,222.2,272,17155,3.52,31.3,8.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
228,VAZQUEZ DE CORONADO,49,1,0,0,0,0,1,11.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
229,TALAMANCA,57,0,0,0,0,0,1,4.2,0,0,0,0,0,30712,2809.9,11,7999,3.83,26.7,5.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
230,SAN PABLO,56,1,1,0,1,0,1,7.7,1,0,0,0,0,27671,7.5,3675,8006,3.44,32.5,11.3,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
231,GOICOECHEA,18,1,1,0,1,0,1,10.5,1,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
232,PURISCAL,44,0,1,0,1,0,1,8.2,0,1,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
233,SANTA CRUZ,20,1,1,0,0,0,1,10.5,0,1,1,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,ACCION CIUDADANA,ACCION CIUDADANA,1,LIBERACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
234,ALAJUELITA,64,1,0,0,0,0,1,4.6,0,0,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
235,PARAISO,37,1,1,0,1,0,1,6.3,0,1,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,ACCION CIUDADANA,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
236,SANTA CRUZ,58,1,0,0,1,0,1,7.4,0,0,0,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
237,NANDAYURE,55,0,0,0,1,0,1,4.2,1,0,0,0,1,11121,565.6,20,3307,3.35,23.8,11.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
238,ALAJUELITA,59,1,0,0,0,0,1,5.6,0,1,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
239,HEREDIA,19,1,1,0,1,0,1,13.2,0,1,0,0,1,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
240,SAN CARLOS,24,1,1,0,0,0,1,9.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
241,JIMENEZ,28,0,1,0,1,0,1,9.4,0,0,0,0,0,14669,286.4,51,4113,3.56,25.6,10.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
242,ALAJUELITA,37,1,0,0,1,1,1,10.7,0,0,0,1,0,77603,21.2,3666,19832,3.91,36.3,5.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
243,GRECIA,51,1,1,0,1,0,1,6.6,0,0,1,0,1,76898,395.7,194,21709,3.53,24.0,7.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
244,SAN JOSE,21,1,0,0,1,1,1,11.3,1,1,1,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
245,GUATUSO,38,0,1,0,1,0,1,5.8,0,0,0,0,0,15508,758.3,20,4409,3.51,22.4,7.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
246,POCOCI,26,0,1,0,1,0,1,5.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
247,LOS CHILES,22,0,0,0,1,0,1,4.1,0,0,1,0,0,23735,1358.9,17,6035,3.93,22.5,8.0,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
248,MONTES DE ORO,36,1,1,0,1,0,1,8.9,0,0,1,0,0,12950,244.8,53,3929,3.29,24.8,8.4,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
249,LA CRUZ,25,0,1,0,0,0,1,5.1,0,1,0,0,0,19181,1383.9,14,4732,4.05,27.6,7.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,LIBERACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
250,PUNTARENAS,36,1,1,0,1,0,1,10.3,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
251,DESAMPARADOS,64,1,1,0,1,0,1,9.7,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
252,LIMON,46,0,0,0,0,0,1,6.7,0,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
253,SAN JOSE,46,1,0,0,1,0,1,10.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
254,ESCAZU,22,1,1,0,1,0,1,12.4,1,1,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
255,TARRAZU,21,0,1,0,0,0,1,5.5,1,0,0,0,1,16280,297.5,55,4551,3.58,23.0,13.2,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
256,SAN CARLOS,59,0,1,0,1,0,1,5.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
257,DESAMPARADOS,22,0,0,0,1,0,1,9.6,1,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,BLANCO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
258,GOICOECHEA,43,1,0,0,1,0,1,11.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
259,ESPARZA,36,0,0,0,1,0,1,7.2,0,0,0,1,0,28644,216.8,132,8435,3.39,26.6,8.1,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
260,COTO BRUS,32,1,0,0,1,0,1,8.4,0,0,0,0,1,38453,933.9,41,10936,3.5,24.6,7.8,NULO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
261,VAZQUEZ DE CORONADO,44,1,1,0,0,0,1,8.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
262,ALVARADO,19,1,1,0,1,0,1,8.3,0,1,0,0,0,14312,81.1,177,3612,3.95,19.5,8.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
263,BUENOS AIRES,24,1,0,0,1,0,1,5.7,0,0,0,0,0,45244,2384.2,19,12205,3.7,25.3,6.7,RESTAURACION NACIONAL,BLANCO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
264,ATENAS,45,1,1,0,1,0,1,9.4,0,1,1,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
265,TURRIALBA,30,1,1,0,1,0,1,10.3,0,1,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
266,LEON CORTES CASTRO,37,0,0,0,1,0,1,7.1,0,0,0,0,1,12200,120.8,101,3377,3.61,21.7,5.7,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
267,HEREDIA,40,1,0,0,0,0,1,9.2,0,0,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
268,SAN JOSE,20,1,0,0,1,0,1,11.3,1,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
269,GOICOECHEA,26,1,0,0,0,0,1,9.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
270,VAZQUEZ DE CORONADO,34,1,0,0,0,0,1,8.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
271,ASERRI,31,1,0,0,1,0,1,8.7,1,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
272,MORAVIA,63,1,1,0,1,0,1,10.1,0,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
273,CARTAGO,35,1,0,0,1,0,1,10.8,0,0,1,0,0,147898,287.8,514,38618,3.8,28.7,6.4,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
274,ALAJUELA,46,1,0,0,0,0,1,11.4,0,1,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
275,VAZQUEZ DE CORONADO,23,1,1,0,1,0,1,9.8,0,1,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,ACCION CIUDADANA,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
276,CARTAGO,28,1,0,0,0,0,1,11.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
277,PUNTARENAS,21,1,1,0,0,0,1,8.3,1,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
278,CORREDORES,52,1,1,0,0,0,1,5.4,0,1,0,0,1,41831,620.6,67,11849,3.52,28.3,6.1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,LIBERACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
279,CARTAGO,64,1,0,0,1,0,1,8.6,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
280,NARANJO,45,1,1,0,0,0,1,7.5,0,0,1,0,0,42713,126.6,337,11678,3.65,26.4,7.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
281,PEREZ ZELEDON,33,1,0,0,1,0,1,10.1,0,0,0,0,1,134534,1905.5,71,38508,3.48,29.3,7.8,ACCION CIUDADANA,RESTAURACION NACIONAL,1,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,RESTAURACION NACIONAL
282,SAN RAMON,47,0,0,0,0,0,1,10.0,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
283,SAN JOSE,20,1,1,0,1,0,1,10.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
284,SAN CARLOS,24,1,0,0,0,0,1,7.6,1,1,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
285,POAS,60,0,0,0,1,0,1,7.9,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
286,SANTO DOMINGO,22,1,1,0,1,0,1,13.2,1,0,0,0,0,40072,24.8,1613,11496,3.48,30.4,10.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
287,POCOCI,37,0,0,0,0,0,1,7.6,0,0,1,1,0,125962,2403.5,52,36238,3.46,26.5,6.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,ACCION CIUDADANA
288,SAN RAMON,38,1,0,0,1,0,1,7.0,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
289,ALAJUELA,30,1,0,0,1,0,1,11.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
290,SAN RAMON,53,1,0,0,1,0,1,7.9,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
291,CARTAGO,57,1,0,0,1,0,1,8.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
292,ESCAZU,58,1,0,0,1,0,1,11.1,0,1,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
293,SAN JOSE,42,1,0,0,1,1,1,10.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
294,MORAVIA,64,1,1,0,1,0,1,9.1,0,1,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
295,MORA,58,1,1,0,1,0,1,8.3,0,0,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
296,ALAJUELA,38,1,1,0,1,0,1,11.4,0,1,1,0,1,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
297,EL GUARCO,63,1,1,0,1,0,1,4.5,0,0,1,0,0,41793,167.7,249,10831,3.83,23.7,7.3,RENOVACION COSTARRICENSE,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
298,DESAMPARADOS,43,1,0,0,1,0,1,7.6,0,0,1,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
299,ESCAZU,23,1,0,0,1,0,1,12.4,1,1,1,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
300,SAN CARLOS,55,0,1,0,0,0,1,3.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
301,GRECIA,32,1,1,0,0,0,1,9.8,0,0,1,0,0,76898,395.7,194,21709,3.53,24.0,7.0,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
302,POCOCI,18,1,1,0,1,0,1,7.6,1,0,0,0,1,125962,2403.5,52,36238,3.46,26.5,6.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
303,TURRIALBA,48,1,0,0,0,0,1,6.3,0,1,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
304,ATENAS,41,0,1,0,0,0,1,10.4,0,0,0,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
305,CARTAGO,34,1,1,0,1,0,1,11.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
306,SANTA CRUZ,50,1,0,0,0,0,1,8.4,0,1,1,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,BLANCO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
307,LIBERIA,42,0,0,0,1,0,1,11.4,0,0,0,0,1,62987,1436.5,44,16577,3.75,33.1,7.5,ACCION CIUDADANA,RESTAURACION NACIONAL,1,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,RESTAURACION NACIONAL
